PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,Bankrupt?
1.133671424726304,-0.18608674900407185,-0.6252335349602913,-6.922641762707419,0.08652858058810131,-0.9781968570946401,-2.0609069672501765,0.37487561357304,3.0540313498700185,1.1076750541666265,-3.1722723598948663,-1.0742767915296993,0.5352767887955033,-0.3830230550591485,-1.6425810198342874,0.5430142497674406,0.6951764358484112,-1.2270141567723234,-0.47671471266549875,1.9642964450357607,-0.12647466361802315,1.4124203872520045,1.0219254252854972,-0.8046888226783403,0.2889218067398658,-0.29837295120075125,-0.3453700744385948,-0.7712997693330852,0.7375174909554071,-0.6219212592350957,-0.056243429996274186,0
2.2429008690932526,5.672263511225248,-3.2361045362774696,-1.0275643975132946,-0.7147205679872082,-3.2863949673555286,2.413315084461847,-1.0162077194481727,-0.6078481378780416,-1.1651695700454756,-1.1353511049628193,-2.5701050699474903,0.9563333801683144,-0.6555886219683866,-0.5773775792514586,0.20004799116856636,-0.8851438168730424,0.19153577749087725,0.11196698970834443,1.9044892434237783,-0.5767952529384242,-0.6417833586968237,-0.9944805899797702,0.2827302488390714,-1.0321556305741821,0.32058992408277737,-0.43605399196151673,0.05603642762595487,0.44676193587170854,-0.29223720667718034,0.5292149703545936,0
5.867076614151692,-3.463388423102497,0.1659584262179763,-1.009809185662788,1.0050972705104455,1.0343204230747158,0.9531448346480902,0.959745599828678,0.9647786417004944,-3.555984736784026,-0.5926083876232489,1.8750086718356702,0.7245111975572273,-1.6152704250673504,-0.18970867580657763,0.8993383277146894,-0.40599928498137705,0.6132965296858179,1.3039863882721885,-0.012047704292644928,-0.41359101781850766,-0.4867124270402378,1.1280021380308218,0.7301770365181499,-0.21334848056889952,0.4137454503091089,-0.23503015877905395,-0.1025820011540482,0.1891993939411432,0.5217344607904718,-0.7715930360366303,0
-0.5120397953823556,1.0209719829184396,-7.200325299258019,-3.0135567511945247,1.4857778561753747,-2.1800493613615486,3.5861736778054656,2.0082177452919265,2.4310402772556414,0.07324086506015276,1.3176796448521337,-1.4330599370468493,3.010135851397688,0.0691144578753995,0.6920539736480237,0.5104363798129132,-0.4745663234933532,0.2809513487222325,-0.26163511542408596,0.014209480387201448,0.207257590340755,-0.3107753323120852,-0.41544712833485714,-0.36203716125751706,0.8232021414601538,-0.23511081837420897,1.1093407926864443,0.4351763177546054,-0.3668164174616237,-0.31245736945589814,-0.8243512965247649,0
-1.5702641095650811,-14.924488702264687,-0.5507746809263221,-1.176489346125301,1.78597229701372,-1.1102549943594355,-3.7206335625446605,2.267768809527053,-3.5788739352290837,-2.99422761049881,3.692866244885347,-1.853067976855603,-2.5036908754818334,5.641749038760618,1.6582685855392936,-0.9135400205243098,-1.5774816882419178,0.790047846769393,-0.03591912172533692,1.615148816128602,-0.7552281267644476,0.34294207709617036,0.1753771929276361,1.1438630482349963,2.2466986218440073,-0.04427881850577918,-0.6485722440619266,2.1922616126426444,-0.21035770253323172,-3.793652127502865,0.19289389799514917,0
-3.5832591161308343,-6.016849646049665,0.3315641425445754,-0.8151523441917125,-1.938209680104611,2.5639201247500365,1.6740474294893044,0.9679093848386575,0.4576156133807489,1.7930656700652414,2.773884851101298,2.233747276763584,-0.32106984095354435,-1.3384111631401683,0.11734962780584224,-0.23096434623762732,-0.42562020115116955,-1.2184460696343522,-0.9124223118445578,0.5817398028529458,1.0289158811162924,-0.797831827874466,0.8507310393234905,-1.0072837642614167,-0.3664147362987964,0.17486827403027272,-0.4457914996013154,0.10844617221549618,1.4929070703779403,0.6343878147688128,0.2425187476844735,0
5.155018352399431,-9.226773322268988,0.2609713416241189,2.013620577405303,-5.323575826996628,-1.2624337753706256,-1.2676883992002295,3.450378610722074,-2.115341281626381,-2.2542366627942236,0.5507659708900507,-0.2714669906459465,-0.2687683617906597,-0.5768772972611245,2.1583591421856907,-0.975778345429748,0.9915699210238856,-1.6339713996432113,0.5051179348208404,1.0856759088390522,0.7674002326016724,-0.26487736809028867,0.6577367161161625,-0.47218315538237526,-0.12046049261227534,0.409275804188417,-0.711739830362524,-0.27670982360055496,-0.0009425712045208756,-0.017646158861827452,0.7771137127584309,0
-3.747612632931556,4.074856064773644,-2.4908206376222304,1.825795143208421,2.7500796432794328,0.31713016787209347,-0.7139653989023147,0.5136094935772256,-0.4707633582671366,0.19873026747683348,-0.31117416540960363,1.3677427100200477,-0.5217031345547668,1.1184410836864036,1.0636995046199829,0.6358839171063577,1.627957509019827,1.0124233636705444,0.1395830375243913,-1.4843580007104455,0.8676263856731463,0.1759193188284312,-1.2924886096657142,0.5358183940829155,-0.7311223672376574,1.168588699584384,-0.3895676215413652,0.5852267911553761,0.4024086504330463,-0.14967270080371892,0.3843097928376666,0
13.026230983227071,-2.1502203076216047,-6.142405415909044,0.7678648124639416,-3.4401931150972325,-0.38805724099869376,-3.9180137554857972,-1.681516178803419,-2.310515917392328,-0.4447344943716524,-1.7113208662543333,0.5118567667434608,-1.955991754359291,3.537628576527795,-2.7942086451750563,0.59049500061199,0.12427634582991655,-0.5314583848675863,0.7808002703433957,-0.503789770158632,-0.045266912287612544,-2.368159393376577,-2.469184237720532,0.4940925291119592,-0.6961197517790252,0.754832539591695,-0.09173305713996684,0.6964813209618301,-0.4595229831237472,0.30781140120442924,0.9529688711853594,0
-7.39895465495394,3.4992641938308964,-0.9577005167056081,-1.875599024196192,-5.3098428414518715,0.7597135441341883,0.29820488531962025,2.4431688035718007,-3.75939704753578,1.460599276905591,-1.0279734020694535,-2.400417988613459,-1.0706104245924744,1.5567092657406123,2.2122157548144474,-1.4832087080804708,3.67213030137585,0.17470065288038644,-1.5135798164341405,-0.6166226574983626,-0.22307417889023676,-0.9239148139865894,1.2641736247640136,-0.159836104758021,-1.5029373938981845,-1.3501354461168869,1.8551467683269043,-0.8783941439188806,-0.35597156405773395,-0.9945945872036717,0.31814580831806877,0
